,Infected,Deaths,Recovered
0,1.0,0.0,0.0
1,1.0383567142604035,0.0006327596087167165,0.013262931542011915
2,1.1357321869433992,0.0036691842714999413,0.04752415357265745
3,1.276861770965636,0.009373978997513579,0.09771889329154423
4,1.455564667016992,0.01748078734502529,0.161642038732063
5,1.6706446761274438,0.02778472710737367,0.23880347053379689
6,1.9238935821219156,0.04024126119917818,0.32979213476318503
7,2.219106262970399,0.054949177075197746,0.43593517005574245
8,2.5616143541052594,0.07212015991036229,0.5591272652805624
9,2.9581010264423497,0.09205756395553519,0.7017591050543343
10,3.41657751127893,0.11514603749976823,0.8667051258771021
11,3.946460094344081,0.141849456542035,1.057348760545805
12,4.558716469151494,0.1727147270531795,1.2776336175740486
13,5.266066602900656,0.20837983340223692,1.5321348927822362
14,6.08323240340261,0.249585241275344,1.8261487086576735
15,7.0272360883283955,0.2971882738744303,2.1657991905354383
16,8.11775016140215,0.3521803827796308,2.558164231696345
17,9.377504908555126,0.4157074870350206,3.011422023412514
18,10.832760750711635,0.4890936750037788,3.535020958534554
19,12.513854897422922,0.5738687054683096,4.139876290248409
20,14.455833168746036,0.6717998328213486,4.838597446563461
21,16.699180607133414,0.7849286305958687,5.645750896476174
22,19.290665340894133,0.9156135350541927,6.578163768053117
23,22.284313177956534,1.0665789861326986,7.655274505706419
24,25.742534157961774,1.240972235907436,8.899538204553672
25,29.737423454279103,1.4424289480742638,10.336894676254804
26,34.35226436633072,1.675148994475852,11.997309230602069
27,39.683264761065146,1.9439840191577429,13.915397451730193
28,45.84156237792209,2.254538561365522,16.13114671392056
29,52.95554190530722,2.613286925021224,18.690749885964475
30,61.17351143470476,3.0277081034305144,21.647568315898322
31,70.66679413995864,3.506441753763668,25.063244265214266
32,81.63329988712412,4.0594682837541205,29.008985992731667
33,94.30165106853175,4.698316892592666,33.56705226116118
34,108.93594844593962,5.436305960564137,38.83246716375397
35,125.84127707093155,6.288820694567539,44.91500122302014
36,145.37006491218744,7.273633804926087,51.941459331719
37,167.92943183395974,8.411276128581441,60.05832505878611
38,193.98967444197746,9.72546453702409,69.43481368860301
39,224.0940705052691,11.243596399089693,80.26640011048431
40,258.87020306982834,12.9973206953629,92.77889358320913
41,299.0430424687992,15.023197796818017,107.23314510932468
42,345.45005981522917,17.363461725439702,123.93048590216581
43,399.0586802472935,20.066900393390718,143.21900789092564
44,460.98644913074213,23.189872780948047,165.50082066909684
45,532.5243243668938,26.797483722639512,191.2404335587498
46,615.1635823884444,30.964941015889238,220.9744383955659
47,710.6268985780491,35.77912329529326,255.32269501752464
48,820.9042477946116,41.34039086050616,295.0012518346802
49,948.2943781854227,47.76467794200662,340.83727297000553
50,1095.452706346087,55.18590894407212,393.7862773920761
51,1265.4466115203759,63.758788159847136,454.952042400045
52,1461.8194422864663,73.66202927680926,525.6096447821893
53,1688.664277295757,85.10207734929594,607.2320153545596
54,1950.708982914538,98.3174012130992,701.5205631706281
55,2253.4151540969547,113.58348710379664,810.4408021804602
56,2603.091377308327,131.2185558196773,936.2631397146675
57,3007.0248341701767,151.59020669877688,1081.6102766314045
58,3473.632903805462,175.12307250077401,1249.5118192440966
59,4012.638371809745,202.3076681027013,1443.467406937937
60,4635.271673874867,233.7106067537984,1667.5195959730947
61,5354.5045561857,269.98640669283,1926.3380863996465
62,6185.319712535102,311.8911197793715,2225.3169452834154
63,7145.022184443415,360.29807584438635,2570.6869256994405
64,8253.598841301353,416.2160678883043,2969.6451788098375
65,9534.133328987915,480.8103495201021,3430.5050461281853
66,11013.285001509257,555.4268858279609,3962.869039460784
67,12721.841634175817,641.6203600707919,4577.828589924089
68,14695.35725176916,741.1865124540516,5288.194715662728
69,16974.887768356377,856.1994738561569,6108.764279725566
70,19607.83877922662,989.05483351239,7056.627129175526
71,22648.946127437473,1142.5195100707058,8151.5217271015745
72,26161.40185388611,1319.7890963605753,9416.244044892195
73,30218.154188830027,1524.5541745816442,10877.120371517385
74,34903.405557652,1761.0768828036475,12564.553146399192
75,40314.33519755973,2034.279165359272,14513.650003038185
76,46563.08176624711,2349.8446342363977,16764.94970336754
77,53779.02155053557,2714.336030955137,19365.25909950298
78,62111.38367869603,3135.3306759535903,22368.618006577886
79,71732.246617181,3621.5765819188946,25837.410962623235
80,82839.96294297719,4183.172311306115,29843.647543740444
81,95663.0591843413,4831.77408195482,34470.43590504014
82,110464.64987180081,5580.833998410237,39813.67654938911
83,127547.38974831514,6445.873924528726,45984.00754861766
84,147258.94228789638,7444.7995959544405,53109.03230007545
85,169997.86550624596,8598.260373584148,61335.865305611675
86,196219.64536087742,9930.059481374881,70834.02536663559
87,226442.30026834027,11467.619428702801,81798.70001918987
88,261250.39070532867,13242.505293865974,94454.38326894878
89,301295.2251371223,15291.004402611548,109058.84491961761
90,347287.23261639144,17654.752441529625,125907.30431529928
91,399973.4842116263,20381.38009532809,145336.5247664618
92,460089.2842891503,23525.12441663237,167728.26248025478
93,528268.6525305391,27147.29913576504,193511.04938943588
94,604899.9526266805,31316.439356263858,223158.62745290616
