,Infected,Deaths,Recovered
0,1.0,0.0,0.0
1,1.0383567142604035,0.0006327596087167165,0.013262931542011915
2,1.1357321869433992,0.0036691842714999413,0.04752415357265745
3,1.276861770965636,0.009373978997513579,0.09771889329154423
4,1.455564667016992,0.01748078734502529,0.161642038732063
5,1.6706446761274438,0.02778472710737367,0.23880347053379689
6,1.9238935821219156,0.04024126119917818,0.32979213476318503
7,2.219106262970399,0.054949177075197746,0.43593517005574245
8,2.5616143541052594,0.07212015991036229,0.5591272652805624
9,2.9581010264423497,0.09205756395553519,0.7017591050543343
10,3.41657751127893,0.11514603749976823,0.8667051258771021
11,3.946460094344081,0.141849456542035,1.057348760545805
12,4.558716469151494,0.1727147270531795,1.2776336175740486
13,5.266066602900656,0.20837983340223692,1.5321348927822362
14,6.08323240340261,0.249585241275344,1.8261487086576735
15,7.0272360883283955,0.2971882738744303,2.1657991905354383
16,8.11775016140215,0.3521803827796308,2.558164231696345
17,9.377504908555126,0.4157074870350206,3.011422023412514
18,10.832760750711635,0.4890936750037788,3.535020958534554
19,12.513854897422922,0.5738687054683096,4.139876290248409
20,14.455833168746036,0.6717998328213486,4.838597446563461
21,16.699180607133414,0.7849286305958687,5.645750896476174
22,19.290665340894133,0.9156135350541927,6.578163768053117
23,22.284313177956534,1.0665789861326986,7.655274505706419
24,25.742534157961774,1.240972235907436,8.899538204553672
25,29.737423454279103,1.4424289480742638,10.336894676254804
26,34.35226436633072,1.675148994475852,11.997309230602069
27,39.683264761065146,1.9439840191577429,13.915397451730193
28,45.841562377922095,2.254538561365522,16.13114671392056
29,52.95554190530722,2.613286925021224,18.690749885964475
30,61.17351143470476,3.0277081034305144,21.647568315898322
31,70.66679413995865,3.5064417537636694,25.063244265214266
32,81.63329988712418,4.059468283754124,29.008985992731674
33,94.30165106853165,4.69831689259266,33.56705226116112
34,108.93594844593927,5.436305960564117,38.832467163753826
35,125.84127707093113,6.288820694567511,44.91500122301995
36,145.37006491218713,7.273633804926059,51.94145933171882
37,167.92943183395977,8.411276128581413,60.05832505878595
38,193.98967444197797,9.725464537024061,69.43481368860287
39,224.0940705052709,11.243596399089684,80.26640011048431
40,258.87020306983237,12.997320695362921,92.77889358320932
41,299.0430424688063,15.023197796818026,107.23314510932487
42,345.450059815243,17.363461725439734,123.93048590216625
43,399.0586802473202,20.06690039339085,143.21900789092666
44,460.9864491307935,23.189872780948175,165.50082066909894
45,532.5243243669918,26.79748372264004,191.24043355875403
46,615.1635823886326,30.964941015890165,220.9744383955743
47,710.6268985784077,35.779123295294916,255.32269501754072
48,820.9042477952937,41.34039086050924,295.00125183471044
49,948.2943781868255,47.76467794201766,340.83727297010006
50,1095.452706348884,55.185908944099424,393.7862773923009
51,1265.4466115252135,63.75878815987445,454.95204240029705
52,1461.8194422955837,73.66202927685646,525.6096447826349
53,1688.664277312397,85.1020773493491,607.232015355146
54,1950.708982946938,98.31740121323641,701.5205631720012
55,2253.4151541586616,113.58348710405804,810.4408021830754
56,2603.091377426019,131.21855582018375,936.2631397197094
57,3007.024834394482,151.59020669974936,1081.610276641063
58,3473.632904232878,175.12307250263734,1249.5118192625707
59,4012.6383726242802,202.30766810627546,1443.4674069732996
60,4635.27167542622,233.71060676060856,1667.5195960404683
61,5354.504559140373,269.98640670580386,1926.338086527994
62,6185.319718162678,311.8911198041002,2225.3169455279813
63,7145.022195161539,360.2980758915001,2570.6869261653533
64,8253.598861714356,416.216067978047,2969.6451796973365
65,9534.13336786403,480.81034969105684,3430.505047818505
66,11013.285075546371,555.426886153607,3962.869042680172
67,12721.841775273682,641.6203606959239,4577.828596091369
68,14695.357519575493,741.1865135986613,5288.194727080449
69,16974.888278217233,856.1994760279738,6108.764301412792
70,19607.83975231196,989.0548377564629,7056.6271712472935
71,22648.947981023914,1142.5195181781664,8151.521807401451
72,26161.40538404664,1319.7891118109073,9416.244197891398
73,30218.160915582146,1524.5542042338052,10877.120664511072
74,34903.41836485109,1761.0769391739113,12564.55370367045
75,40314.35958375128,2034.2792726768325,14513.651064008904
76,46563.128198964485,2349.8448385735855,16764.951723561804
77,53779.10995788482,2714.336420020235,19365.262945996892
78,62111.55199707158,3135.33141675414,22368.625330522817
79,71732.56705938054,3621.5779924031917,25837.424907145265
80,82840.57294711849,4183.174996892185,29843.67409349727
81,95664.22032469073,4831.779195731784,34470.48645617204
82,110466.85982620952,5580.843734207882,39813.772785045745
83,127551.59525622198,6445.892454023784,45984.19071044648
84,147266.9437327001,7444.834866229215,53109.38091858449
85,170013.0849273689,8598.32749971263,61336.5287409264
86,196248.58258371003,9930.187206247398,70835.2876066572
87,226497.2867740508,11467.862429935782,81801.10104192075
88,261354.7853553258,13242.967456046743,94458.9486212712
89,301493.16806087585,15291.88282195942,109067.51951320331
90,347661.77919049613,17656.420897121992,125923.77285692438
91,400679.94857755536,20384.54572371443,145367.7482537443
92,461415.1428941819,23531.120742476025,167787.3381844702
93,530737.5835717045,27158.627985157033,193622.46122447198
94,609442.6971007553,31337.75701590367,223367.69032771693
